Disease_ID,Disease_Name,Description,Symptoms,Symptom_Count,Disease_Category,Severity,Emergency_Flag,Risk_Level,Department,Medications,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Workouts,Source_Datasets,Clinical_Validation_Status,disease_norm,Severity_Score,Risk_Score
DIS000127,Seasonal Allergies (hay Fever),"Seasonal allergies, or hay fever, are allergic reactions to airborne allergens like pollen, causing sneezing, nasal congestion, itchy eyes, and throat irritation, often during specific seasons.",allergic reaction; coryza; cough; ear pain; frontal headache; headache; itchiness of eye; lacrimation; nasal congestion; sneezing; sore throat,11,Infectious Disease,Mild,0,Low,General Medicine / Infectious Disease,"Oral antihistamines (e.g., Cetirizine); Intranasal corticosteroids (e.g., Fluticasone); Leukotriene receptor antagonists (e.g., Montelukast); Nasal saline rinses; Allergy immunotherapy","Quercetin-rich foods (onions, apples); Vitamin C-rich foods (citrus fruits); Omega-3 fatty acids (flaxseeds, fish); Probiotics (yogurt, kimchi); Avoid allergens",Keep windows closed during high pollen,Shower after being outdoors,Use air purifier,Take antihistamines,Indoor workouts: Avoid pollen exposure; Yoga: Manage immune and stress response; Treadmill walking: Allergy-safe cardio; Wear a mask outdoors: If walking outside,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),seasonal allergies (hay fever),1,1
DIS000128,Sebaceous Cyst,"A sebaceous cyst is a noncancerous bump beneath the skin, filled with oily material, often caused by blocked sebaceous glands.",abnormal appearing skin; acne or pimples; arm lump or mass; back mass or lump; hand or finger lump or mass; irregular appearing scalp; neck mass; skin growth; skin lesion; skin moles; skin swelling,11,General / Unclassified,Mild,0,Low,General Medicine,Warm compress; Incision and drainage (if infected); Antibiotics (if signs of infection); Surgical excision; Steroid injection (if inflamed),"Anti-inflammatory foods (ginger, turmeric, leafy greens); Zinc-rich foods (pumpkin seeds, nuts); Vitamin A-rich foods (carrots, sweet potatoes); Hydration",Keep area clean,Avoid squeezing,Apply warm compress,Get it drained by a doctor if needed,Avoid pressure or friction on cyst; Low-sweat activities: Prevent irritation; Walking or yoga: With non-abrasive clothing; Avoid helmets/hats if cyst is on scalp,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),sebaceous cyst,1,1
DIS000129,Sepsis,"Sepsis is a life-threatening response to infection where the body’s immune system causes widespread inflammation, leading to tissue damage, organ failure, and possibly death.",chills; cough; decreased appetite; difficulty breathing; feeling ill; fever; sharp abdominal pain; shortness of breath; suprapubic pain; vomiting; weakness,11,Infectious Disease,Severe,1,High,General Medicine / Infectious Disease,"IV broad-spectrum antibiotics (e.g., Piperacillin-tazobactam); IV fluids; Vasopressors (e.g., Norepinephrine); Oxygen therapy; Source control (e.g., drainage of abscess)","High-protein foods (eggs, lean meat); Hydration; Vitamin C and zinc-rich foods (citrus fruits, pumpkin seeds); Balanced electrolyte intake; Consult doctor for specific nutritional support",Seek urgent medical care,Follow antibiotic regimen,Monitor temperature & vitals,Maintain good hygiene,Rest and rehabilitation: After acute phase; Gentle walking: Gradual rebuilding; Physical therapy: Restore strength; Avoid overexertion: Recovery can be long-term,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),sepsis,3,3
DIS000130,Sickle Cell Crisis,"Sickle cell crisis is a painful episode in people with sickle cell disease, where misshapen red blood cells block blood flow, causing severe pain, fatigue, and potential organ damage.",ache all over; arm pain; back pain; burning abdominal pain; hip pain; knee pain; leg pain; low back pain; sharp abdominal pain; sharp chest pain; vomiting,11,Blood Disorders,Severe,1,High,Hematology,"Hydroxyurea; Folic acid; Pain management (e.g., Morphine); IV fluids; Blood transfusions (if needed)","Folate-rich foods (leafy greens, legumes); Hydrating fluids (water, herbal teas); Iron-rich foods (lean meats, beans); Vitamin B6-rich foods (bananas, poultry); Balanced protein intake",Stay hydrated,Avoid extreme temperatures,Prevent infections,Take prescribed medication regularly,Rest: Avoid physical stress during crisis; Hydration focus: Essential during and after workouts; Low-intensity stretching: Once stable; Avoid high altitudes: Prevent oxygen drop,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),sickle cell crisis,3,3
DIS000131,Sinus Bradycardia,"Sinus bradycardia is a slower than normal heart rate originating from the sinus node, which may be normal in athletes or caused by medications or medical conditions.",chest tightness; decreased heart rate; dizziness; fainting; feeling ill; increased heart rate; irregular heartbeat; palpitations; sharp chest pain; shortness of breath; weakness,11,Respiratory,Mild,0,Low,Pulmonology,Atropine (acute cases); Temporary or permanent pacemaker (if symptomatic); Adjust medications (if drug-induced); Isoproterenol infusion (if needed); Monitor ECG,"Balanced diet with adequate electrolytes (potassium from bananas, magnesium from nuts); Hydration; Limit caffeine and alcohol; Whole grains and lean proteins; Consult cardiologist",Avoid excessive physical strain,Regular cardiac monitoring,Follow-up with cardiologist,Manage electrolyte balance,Light aerobic activity: Walking or slow cycling; Warm-up and cool-down: Essential to prevent dizziness; Breathing exercises: Support heart rhythm; Avoid overexertion: Monitor heart rate,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),sinus bradycardia,1,1
DIS000132,Sinusitis,Requires Clinical Validation,,0,Respiratory,Mild,0,Low,Pulmonology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),sinusitis,1,1
DIS000133,Skin Pigmentation Disorder,"Skin pigmentation disorders involve changes in skin color due to excess or lack of melanin, such as vitiligo, melasma, or hyperpigmentation.","abnormal appearing skin; acne or pimples; irregular appearing scalp; itching of skin; skin dryness, peeling, scaliness, or roughness; skin growth; skin lesion; skin moles; skin rash; skin swelling; warts",11,Dermatological,Mild,0,Low,Dermatology,Hydroquinone cream; Topical retinoids; Azelaic acid; Chemical peels; Laser therapy (for resistant cases),"Vitamin C-rich foods (oranges, bell peppers); Vitamin E-rich foods (almonds, sunflower seeds); Beta-carotene (carrots, sweet potatoes); Hydration; Green tea",Use sunscreen daily,Avoid skin irritants,Follow dermatological treatments,Stay hydrated,Avoid sun exposure: Exercise indoors or with protection; Low-sweat activities: Prevent friction and inflammation; Yoga: Gentle and non-irritating; Hydration: Helps skin health,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),skin pigmentation disorder,1,1
DIS000134,Skin Polyp,"A skin polyp (skin tag) is a small, benign growth of skin that typically appears in areas where skin rubs together, like the neck, armpits, or groin.","abnormal appearing skin; acne or pimples; irregular appearing scalp; itching of skin; skin dryness, peeling, scaliness, or roughness; skin growth; skin irritation; skin lesion; skin moles; skin swelling; warts",11,Dermatological,Mild,0,Low,Dermatology,Cryotherapy; Electrosurgical removal; Snare excision; Topical anesthesia; Histopathology (to rule out malignancy),"Balanced diet with antioxidants (berries, leafy greens); Vitamin A-rich foods (carrots, sweet potatoes); Hydration; Avoid processed and fried foods; Omega-3 fatty acids (fish, flaxseeds)",Avoid irritation or injury to area,Monitor size and appearance,Don’t self-remove,Seek medical evaluation,"Avoid friction-prone exercises: Prevent irritation; Wear soft, non-abrasive clothing; Gentle yoga or walking; Monitor any changes during workout routines",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),skin polyp,1,1
DIS000135,Spinal Muscular Atrophy,Requires Clinical Validation,developmental delay; proximal muscle weakness,2,Musculoskeletal,Severe,0,High,Orthopedics,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),spinal muscular atrophy,3,3
DIS000136,Spinal Stenosis,"Spinal stenosis is the narrowing of the spinal canal, often due to arthritis or disc problems, leading to back pain, numbness, and weakness in the legs.",arm pain; back pain; headache; hip pain; leg pain; loss of sensation; low back pain; lower body pain; neck pain; paresthesia; problems with movement; shoulder pain,12,Musculoskeletal,Mild,0,Low,Orthopedics,"NSAIDs; Physical therapy; Epidural steroid injections; Gabapentin or Pregabalin; Surgical decompression (e.g., laminectomy)","Anti-inflammatory foods (berries, leafy greens); Omega-3 fatty acids (salmon, flaxseeds); Calcium-rich foods (milk, cheese); Vitamin D-rich foods (egg yolk, fortified cereals); Protein-rich foods (chicken, legumes)",Avoid high-impact activities,Use walking support,Physical therapy,Take anti-inflammatory meds,Flexion-based exercises: Reduce spinal pressure; Stationary biking: Low back stress; Water therapy: Buoyant support; Avoid arching or extension exercises: Prevent nerve irritation,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),spinal stenosis,1,1
DIS000137,Spondylosis,"Spondylosis is a degenerative condition affecting the spine due to aging, resulting in stiffness, pain, and reduced mobility due to wear and tear on spinal discs and joints.",ache all over; arm pain; back pain; hip pain; knee pain; leg pain; loss of sensation; low back pain; lower body pain; neck pain; paresthesia; shoulder pain,12,General / Unclassified,Mild,0,Low,General Medicine,"NSAIDs (e.g., Naproxen); Muscle relaxants; Physical therapy; Epidural steroid injections; Surgery in severe cases","Calcium-rich foods (milk, cheese, fortified plant milk); Vitamin D-rich foods (egg yolk, fortified cereals); Anti-inflammatory foods (turmeric, leafy greens); Magnesium sources (nuts, seeds); Omega-3 fatty acids (flaxseeds, fish)",Maintain good posture,Exercise regularly,Use ergonomic chairs,Avoid lifting heavy weights,Neck and back stretches: Improve mobility; Posture correction exercises: Reduce strain; Tai chi or yoga: Low-impact balance and movement; Avoid high-impact sports: Prevent joint stress,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),spondylosis,1,1
DIS000138,Spontaneous Abortion,"Spontaneous abortion (miscarriage) is the loss of a pregnancy before 20 weeks, often due to genetic issues or unknown causes, and may involve bleeding and cramping.",blood clots during menstrual periods; burning abdominal pain; cramps and spasms; heavy menstrual flow; intermenstrual bleeding; lower abdominal pain; pain during pregnancy; pelvic pain; problems during pregnancy; sharp abdominal pain; spotting or bleeding during pregnancy; uterine contractions,12,General / Unclassified,Severe,1,High,General Medicine,Misoprostol (to complete expulsion); Mifepristone + Misoprostol (in selected cases); Dilation and curettage (if needed); Rh immunoglobulin (if Rh-negative); Emotional support and counseling,"Iron-rich foods (red meat, spinach); Vitamin C (citrus, strawberries); Folate-rich foods (legumes, dark leafy greens); Hydration; Comforting herbal teas",Take emotional support,Rest adequately,Avoid strenuous activity,Follow up for check-up,Gentle stretching: Emotional and physical recovery; Walking: When emotionally and physically ready; Yoga: Calms the nervous system; Avoid strenuous exercise: Until cleared by doctor,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),spontaneous abortion,3,3
DIS000139,Sprain Or Strain,"A sprain is a stretched or torn ligament, while a strain is a stretched or torn muscle or tendon; both cause pain, swelling, and limited movement.",ankle pain; arm pain; back pain; foot or toe pain; hand or finger pain; headache; knee pain; leg pain; low back pain; neck pain; shoulder pain; wrist pain,12,Musculoskeletal,Mild,0,Low,Orthopedics,"RICE (Rest, Ice, Compression, Elevation); NSAIDs (e.g., Ibuprofen); Muscle relaxants; Physical therapy; Immobilization (if needed)","Protein-rich foods (lean meat, eggs); Anti-inflammatory foods (ginger, turmeric); Vitamin C-rich foods (citrus fruits); Hydration; Zinc-rich foods (nuts, seeds)",Rest the area,Apply ice packs,Compression with bandage,Elevate the limb,"RICE first (rest, ice, compress, elevate); Gentle range-of-motion exercises: After pain subsides; Avoid re-injury: Use supports if needed; Rehabilitation-focused strength training",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),sprain or strain,1,1
DIS000140,Strep Throat,"Strep throat is a bacterial throat infection caused by Streptococcus pyogenes, leading to sore throat, fever, swollen glands, and red tonsils with white patches.",ache all over; chills; cough; decreased appetite; difficulty in swallowing; ear pain; fever; headache; nasal congestion; skin rash; sore throat; vomiting,12,General / Unclassified,Mild,0,Low,General Medicine,"Penicillin; Amoxicillin; Azithromycin (if allergic to penicillin); Analgesics (e.g., Acetaminophen); Salt water gargles","Soft foods (soups, mashed potatoes); Warm teas (ginger, chamomile); Hydration; Avoid acidic or spicy foods; Vitamin C-rich foods (oranges, strawberries)",Complete full antibiotic course,Avoid sharing utensils,Get adequate rest,Drink warm fluids,Rest: Until infection clears; Avoid cardio: While febrile or sore throat; Walking: Gradually after symptoms ease; Hydration and vocal rest after workouts,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),strep throat,1,1
DIS000141,Stroke,Requires Clinical Validation,bone pain; chest pain; clammy skin; cyanosis; dizziness; double vision; enthesitis; exercise dyspnea; exercise intolerance; facial droop; fatigue on exertion; focal weakness; gait instability; hair loss; hemoptysis; insomnia; leg swelling; limp; loss of taste; memory loss; migraine; muscle weakness; myalgia; numbness; orthopnea; paroxysmal nocturnal dyspnea; peripheral edema; phonophobia; photophobia; resting tachycardia; seizures; speech difficulty; spine rigidity; syncope; tendon tenderness; tingling; tremor; vertigo,38,Neurological,Severe,1,High,Neurology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),stroke,3,3
DIS000142,Stye,"A stye is a red, painful lump near the edge of the eyelid caused by a bacterial infection of an oil gland, often resolving on its own or with warm compresses.",abnormal appearing skin; eye burns or stings; eye redness; eyelid lesion or rash; eyelid swelling; itchiness of eye; mass on eyelid; pain in eye; skin swelling; swollen eye; symptoms of eye,11,General / Unclassified,Mild,0,Low,General Medicine,"Warm compresses; Topical antibiotic ointment (e.g., Erythromycin); Oral antibiotics (if spreading); Pain relievers; Incision and drainage (if abscess forms)","Vitamin A-rich foods (carrots, sweet potatoes); Vitamin C-rich foods (citrus); Hydration; Omega-3 fatty acids (salmon, flaxseeds); Avoid eye irritants",Apply warm compress,Avoid touching or squeezing,Maintain eyelid hygiene,Discontinue eye makeup temporarily,Avoid swimming: Prevent bacteria exposure; Low-intensity workouts: No eye rubbing or strain; Clean face post-exercise: Prevent infection; Avoid hot yoga: May worsen swelling,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),stye,1,1
DIS000143,Systemic Lupus Erythematosus,Requires Clinical Validation,ataxia; clammy skin; confusion; cyanosis; dizziness; double vision; exercise dyspnea; exercise intolerance; exertional chest pain; facial droop; focal weakness; gait instability; headache; loss of smell; loss of taste; lymph node swelling; memory loss; migraine; muscle weakness; nasal congestion; numbness; palpitations; paresthesia; paroxysmal nocturnal dyspnea; peripheral edema; phonophobia; photophobia; resting tachycardia; seizures; spasticity; speech difficulty; syncope; tingling; tremor; vertigo; vision blur; wheezing,37,Autoimmune,Severe,0,High,Immunology / Rheumatology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),systemic lupus erythematosus,3,3
DIS000144,Temporary Or Benign Blood In Urine,"Temporary or benign hematuria is the presence of blood in the urine without a serious underlying cause, sometimes triggered by exercise, medications, or mild infections.",back pain; blood in urine; frequent urination; involuntary urination; lower abdominal pain; painful urination; regurgitation; retention of urine; sharp abdominal pain; suprapubic pain; symptoms of bladder,11,Blood Disorders,Mild,0,Low,Hematology,Hydration therapy; Avoid strenuous exercise; Adjust anticoagulants (if relevant); Monitor kidney function; Reassurance and follow-up,"Hydration; Avoid irritants (spicy foods, caffeine); Balanced diet with fruits and vegetables; Limit sodium and processed foods; Consult doctor for specific recommendations",Stay hydrated,Avoid strenuous activity,Avoid certain medications (as advised),Follow up with doctor,Walking: Low strain on kidneys; Hydration before and after: Support urinary health; Avoid heavy lifting: Prevent internal pressure; Gentle stretching: Support circulation,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),temporary or benign blood in urine,1,1
DIS000145,Threatened Pregnancy,"A threatened pregnancy refers to early pregnancy complications, such as vaginal bleeding or cramping, that may suggest a risk of miscarriage but with a still viable fetus.",back pain; blood clots during menstrual periods; cramps and spasms; intermenstrual bleeding; lower abdominal pain; pelvic pain; problems during pregnancy; sharp abdominal pain; spotting or bleeding during pregnancy; uterine contractions; vaginal discharge,11,Reproductive Health,Severe,1,High,Obstetrics & Gynecology,Progesterone supplements; Folic acid; Bed rest (limited use); IV fluids (if dehydrated); Close monitoring with ultrasound,"Folic acid-rich foods (leafy greens, beans); Iron-rich foods (red meat, lentils); Hydration; Balanced diet with protein (chicken, fish); Avoid alcohol, caffeine, and high-mercury fish",Take prescribed medications,Avoid stress and lifting heavy items,Get regular checkups,Rest as recommended,Modified bed rest: Based on doctor's advice; Breathing exercises: Reduce anxiety; Pelvic floor (Kegel) exercises: Safe for pelvic support; Avoid high-impact workouts: Prevent complications,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),threatened pregnancy,3,3
DIS000146,Thyroid Disorder,Requires Clinical Validation,,0,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),thyroid disorder,1,1
DIS000147,Tuberculosis,Requires Clinical Validation,abdominal bloating; abdominal pain; anhedonia; anxiety; ataxia; bitter regurgitation; chest tightness; compulsions; confusion; constipation; cough; dark stools; diarrhea; dizziness; double vision; dry cough; dysphagia; exercise dyspnea; facial droop; focal weakness; gait instability; gi bleeding; headache; heartburn; hemoptysis; hypersomnia; insomnia; loss of appetite; loss of smell; loss of taste; low mood; melena; memory loss; migraine; muscle weakness; nasal congestion; nausea; obsessions; orthopnea; panic attacks; paresthesia; phonophobia; photophobia; pleuritic chest pain; productive cough; runny nose; seizures; shortness of breath; sinus pain; social withdrawal; sore throat; spasticity; speech difficulty; suicidal ideation; tingling; tremor; vertigo; vision blur; vomiting; wheezing,60,Respiratory,Severe,0,High,Pulmonology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),tuberculosis,3,3
DIS000148,Type2 Diabetes,Requires Clinical Validation,,0,Metabolic & Endocrine,Moderate,0,Medium,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),type2 diabetes,2,2
DIS000149,Typhoid Fever,Requires Clinical Validation,abdominal bloating; abdominal pain; arthralgia; bitter regurgitation; chest tightness; chills; claudication; cold extremities; cold intolerance; constipation; dark stools; diarrhea; early satiety; easy bruising; ecchymosis; erythema nodosum; facial puffiness; fatigue; gi bleeding; hair loss; heartburn; heat intolerance; hematemesis; hot flashes; jaundice; limp; loss of appetite; low back pain; melena; muscle cramps; myalgia; nausea; night sweats heme; peripheral edema; photosensitive rash derm; pleuritic chest pain; polydipsia; polyphagia; polyuria; pruritus; reduced range of motion; respiratory failure; runny nose; spine rigidity; unintentional weight loss; vomiting; weight gain; weight loss unintentional,48,Infectious Disease,Mild,0,Low,General Medicine / Infectious Disease,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),typhoid fever,1,1
DIS000150,Ulcer,Requires Clinical Validation,,0,Digestive,Mild,0,Low,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),ulcer,1,1
DIS000151,Ulcerative Colitis,Requires Clinical Validation,alopecia patchy; arthralgia; bone pain; chest tightness; chills; cold extremities; cold intolerance; cough; digital ulcers; dry cough; ecchymosis; enthesitis; facial puffiness; fatigue; fever; hair loss; heat intolerance; hemoptysis; hot flashes; hyperpigmentation; hypopigmentation; joint pain; limp; livedo reticularis; loss of smell; loss of taste; morning stiffness; muscle cramps; muscle weakness msk; myalgia; nasal congestion; neck pain; night sweats; orthopnea; petechiae; photosensitive rash derm; photosensitivity; pleuritic chest pain; polydipsia; polyphagia; polyuria; productive cough; pruritus; rash maculopapular; rash psoriasiform; reduced range of motion; runny nose; shortness of breath; sinus pain; skin thickening; sore throat; spine rigidity; telangiectasia; tendon tenderness; unintentional weight loss; urticaria; wheezing,57,Digestive,Moderate,0,Medium,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),ulcerative colitis,2,2
DIS000152,Urinary Tract Infection,"A urinary tract infection (UTI) is an infection in any part of the urinary system, commonly the bladder, causing pain during urination, urgency, and cloudy or strong-smelling urine.",abdominal pain; anhedonia; anxiety; ataxia; back pain; blood in urine; chest tightness; chills; cold intolerance; compulsions; confusion; diarrhea; double vision; dry cough; easy bruising; enthesitis; facial droop; facial puffiness; fever; focal weakness; frequent nosebleeds; frequent urination; gait instability; hair loss; headache; hemoptysis; hot flashes; hypersomnia; hypopigmentation; insomnia; joint pain; joint swelling; limp; loss of appetite; loss of smell; loss of taste; low back pain; low mood; lower abdominal pain; lymph node swelling; memory loss; migraine; morning stiffness; muscle cramps; muscle weakness; muscle weakness msk; myalgia; nasal congestion; nausea; night sweats; numbness; obsessions; orthopnea; painful urination; panic attacks; paresthesia; paroxysmal nocturnal dyspnea; peripheral edema; phonophobia; photophobia; pleuritic chest pain; polydipsia; polyuria; productive cough; prolonged bleeding; rash maculopapular; recurrent infections; reduced range of motion; resting tachycardia; retention of urine; runny nose; seizures; shortness of breath; shortness of breath on exertion; side pain; sinus pain; social withdrawal; spasticity; speech difficulty; spine rigidity; splenomegaly; suprapubic pain; telangiectasia; tendon tenderness; tingling; tremor; vertigo; vision blur; vomiting; wheezing,90,Renal & Urinary,Mild,0,Low,Nephrology / Urology,Nitrofurantoin; Ciprofloxacin; Trimethoprim-sulfamethoxazole; Cranberry supplements; Hydration therapy,"Hydration (water, cranberry juice); Avoid caffeine, alcohol, and spicy foods; Vitamin C-rich foods (citrus, bell peppers); Probiotics (yogurt, kefir); Fiber-rich foods",Drink plenty of fluids,Urinate after sex,Wipe front to back,Complete antibiotic course,Walking: Gentle activity safe during mild infections; Avoid workouts that apply pressure to bladder; Hydration-focused workouts; Pelvic floor exercises: Strengthen urinary control,"A,C",Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),urinary tract infection,1,1
DIS000153,Vaginal Cyst,"A vaginal cyst is a fluid-filled sac that forms along the vaginal wall, often benign and asymptomatic, but can sometimes cause discomfort or pain if enlarged or infected.",blood clots during menstrual periods; cramps and spasms; heavy menstrual flow; intermenstrual bleeding; lower abdominal pain; pain during pregnancy; pelvic pain; problems during pregnancy; sharp abdominal pain; spotting or bleeding during pregnancy; vaginal discharge; vaginal pain,12,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,Warm compress; Sitz bath; Antibiotics (if infected); Surgical drainage (if large or recurrent); Analgesics for pain,"Probiotics (yogurt, kefir); Anti-inflammatory foods (berries, leafy greens); Hydration; Avoid irritants and processed foods; Omega-3 fatty acids (salmon, flaxseeds)",Maintain genital hygiene,Avoid tight clothing,Do warm sitz baths,Follow doctor’s advice,Pelvic floor exercises: Support area and reduce discomfort; Avoid high-impact sports: Prevent irritation; Walking: Safe and light activity; Breathing exercises: Promote general relaxation,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),vaginal cyst,1,1
DIS000154,Vaginitis,"Vaginitis is inflammation of the vaginal tissue, typically caused by infections (bacterial, fungal, or parasitic), hormonal imbalances, or irritants, resulting in discharge, itching, pain, or burning during urination.",lower abdominal pain; pain during intercourse; pain during pregnancy; painful urination; pelvic pain; sharp abdominal pain; suprapubic pain; vaginal discharge; vaginal itching; vaginal pain; vaginal redness,11,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,Metronidazole; Clindamycin; Fluconazole; Hydrocortisone cream; Probiotic supplements,"Probiotics (yogurt, kefir, sauerkraut); Low-sugar diet (avoid sweets, processed sugar); Garlic (raw or cooked); Cranberry juice (unsweetened); Hydration (water, herbal teas)",Wear breathable cotton underwear,Avoid douching,Maintain genital hygiene,Avoid scented hygiene products,Pelvic floor exercises: Strengthen pelvic muscles to reduce discomfort; Avoid tight clothing: Prevent irritation; Use cotton underwear: Helps keep area dry and breathable; Maintain hygiene: Prevent infections,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),vaginitis,1,1
DIS000155,Vulvodynia,"Vulvodynia is chronic pain or discomfort around the opening of the vagina (vulva) with no identifiable cause, often described as burning, stinging, or irritation.",back pain; burning abdominal pain; cramps and spasms; lower abdominal pain; nausea; pain during pregnancy; painful urination; pelvic pain; sharp abdominal pain; side pain; vaginal discharge; vaginal pain,12,General / Unclassified,Mild,0,Low,General Medicine,"Topical Lidocaine; Tricyclic antidepressants (e.g., Amitriptyline); Gabapentin; Physical therapy; Cognitive behavioral therapy","Anti-inflammatory foods (blueberries, leafy greens); Probiotics (yogurt, kimchi); Omega-3 fatty acids (flaxseeds, salmon); Vitamin E-rich foods (nuts, seeds); Avoid irritants and processed foods",Wear loose cotton clothing,Avoid scented products,Use prescribed creams,Manage stress levels,Pelvic floor relaxation: Avoid tightness; Gentle yoga: Reduce pelvic pain; Breathing techniques: Help with stress-linked flares; Avoid bike riding: Prevent pressure on sensitive area,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),vulvodynia,1,1
